     Orden	Frec.absoluta 	 Frec.normalizada 
  1488.	viento	    9,594	    62.88
  1489.	salvador	    9,586	    62.83
  1490.	seres	    9,581	    62.80
  1491.	posteriormente	    9,576	    62.76
  1492.	dispuesto	    9,574	    62.75
  1493.	poeta	    9,572	    62.74
  1494.	econ�micas  	    9,560	    62.66
  1495.	secreto	    9,552	    62.61
  1496.	funcionamiento 	    9,538	    62.52
  1497.	debajo	    9,535	    62.50
  1498.	recordar	    9,528	    62.45
  1499.	valencia	    9,519	    62.39
  1500.	present�	    9,494	    62.23
  1501.	jueves	    9,491	    62.21
  1502.	corriente	    9,490	    62.20
  1503.	ingresos	    9,489	    62.19
  1504.	intento	    9,484	    62.16
  1505.	tuvieron	    9,473	    62.09
  1506.	colores	    9,462	    62.02
  1507.	altos	    9,459	    62.00
  1508.	sevilla	    9,459	    62.00
  1509.	hojas	    9,453	    61.96
  1510.	probablemente 	    9,444	    61.90
  1511.	b�squeda 	    9,435	    61.84
  1512.	peque�as 	    9,432	    61.82
  1513.	oferta	    9,429	    61.80
  1514.	washington 	    9,419	    61.74
  1515.	catalu�a	    9,413	    61.70
  1516.	oficina	    9,400	    61.61
  1517.	produjo	    9,394	    61.57
  1518.	soldados 	    9,384	    61.51
  1519.	pasada 	    9,362	    61.36
  1520.	volumen 	    9,351	    61.29
  1521.	parecen 	    9,345	    61.25
  1522.	causas 	    9,342	    61.23
  1523.	dieron	    9,337	    61.20
  1524.	divisi�n	    9,323	    61.11
  1525.	darle	    9,322	    61.10
  1526.	clave	    9,321	    61.09
  1527.	ana 	    9,316	    61.06
  1528.	reciente	    9,316	    61.06
  1529.	votos	    9,315	    61.05
  1530.	logr�	    9,289	    60.88
  1531.	piernas	    9,285	    60.86
  1532.	sirve	    9,284	    60.85
  1533.	carmen 	    9,274	    60.78
  1534.	deuda 	    9,271	    60.77
  1535.	noticias	    9,266	    60.73
  1536.	menores 	    9,264	    60.72
  1537.	querido	    9,264	    60.72
  1538.	pago 	    9,263	    60.71
  1539.	fig	    9,258	    60.68
  1540.	recuerda	    9,250	    60.63
  1541.	podr�n 	    9,247	    60.61
  1542.	independencia 	    9,245	    60.59
  1543.	ataque 	    9,240	    60.56
  1544.	igualmente 	    9,235	    60.53
  1545.	necesaria	    9,230	    60.50
  1546.	quedan 	    9,229	    60.49
  1547.	regional	    9,229	    60.49
  1548.	castro	    9,227	    60.48
  1549.	decisiones	    9,226	    60.47
  1550.	concepci�n 	    9,224	    60.46
  1551.	llegaron	    9,219	    60.42
  1552.	siente	    9,218	    60.42
  1553.	juntos	    9,216	    60.40
  1554.	sabemos  	    9,216	    60.40
  1555.	ropa	    9,212	    60.38
  1556.	parque 	    9,209	    60.36
  1557.	empresarios 	    9,208	    60.35
  1558.	conmigo 	    9,206	    60.34
  1559.	procedimiento 	    9,205	    60.33
  1560.	suma 	    9,204	    60.33
  1561.	elecci�n	    9,201	    60.31
  1562.	leer	    9,200	    60.30
  1563.	feliz	    9,194	    60.26
  1564.	ninguno 	    9,189	    60.23
  1565.	continuaci�n	    9,184	    60.19
  1566.	ministros	    9,183	    60.19
  1567.	verdadera	    9,173	    60.12
  1568.	reacci�n	    9,170	    60.10
  1569.	pod�an	    9,168	    60.09
  1570.	tanta	    9,168	    60.09
  1571.	tom� 	    9,162	    60.05
  1572.	mente 	    9,147	    59.95
  1573.	tradicional	    9,146	    59.95
  1574.	abierta	    9,142	    59.92
  1575.	breve	    9,139	    59.90
  1576.	aparecen 	    9,136	    59.88
  1577.	trataba	    9,120	    59.78
  1578.	recibido	    9,110	    59.71
  1579.	mejorar	    9,107	    59.69
  1580.	ciertas	    9,104	    59.67
  1581.	aparte	    9,101	    59.65
  1582.	c�rcel	    9,101	    59.65
  1583.	entidad	    9,100	    59.64
  1584.	investigaciones	    9,094	    59.61
  1585.	temperatura 	    9,082	    59.53
  1586.	siento	    9,079	    59.51
  1587.	londres	    9,077	    59.49
  1588.	directa	    9,076	    59.49
  1589.	portavoz	    9,076	    59.49
  1590.	eta	    9,071	    59.45
  1591.	responsables 	    9,066	    59.42
  1592.	ventana	    9,056	    59.36
  1593.	contrato	    9,055	    59.35
  1594.	elemento 	    9,053	    59.34
  1595.	privada	    9,048	    59.30
  1596.	quince	    9,040	    59.25
  1597.	veo	    9,038	    59.24
  1598.	os	    9,037	    59.23
  1599.	firma	    9,024	    59.15
  1600.	incluye	    9,023	    59.14
  1601.	pobres 	    9,010	    59.05
  1602.	vas	    8,997	    58.97
  1603.	abogado 	    8,983	    58.88
  1604.	presentar	    8,976	    58.83
  1605.	gobernador 	    8,962	    58.74
  1606.	pr�ximos 	    8,962	    58.74
  1607.	jaime	    8,953	    58.68
  1608.	hablando 	    8,952	    58.67
  1609.	canal	    8,950	    58.66
  1610.	tr�fico	    8,950	    58.66
  1611.	capit�n	    8,948	    58.65
  1612.	personalidad	    8,946	    58.63
  1613.	g�nero 	    8,941	    58.60
  1614.	generaci�n 	    8,930	    58.53
  1615.	documentos  	    8,928	    58.52
  1616.	espect�culo 	    8,909	    58.39
  1617.	vivo	    8,906	    58.37
  1618.	tendr�a	    8,899	    58.33
  1619.	preguntas 	    8,890	    58.27
  1620.	inmediatamente 	    8,882	    58.22
  1621.	cien	    8,878	    58.19
  1622.	colaboraci�n	    8,871	    58.14
  1623.	hermana 	    8,871	    58.14
  1624.	conde 	    8,869	    58.13
  1625.	m�o 	    8,863	    58.09
  1626.	federaci�n	    8,850	    58.01
  1627.	cincuenta	    8,845	    57.97
  1628.	sorpresa	    8,834	    57.90
  1629.	regiones	    8,829	    57.87
  1630.	carga	    8,827	    57.85
  1631.	bienes	    8,825	    57.84
  1632.	masa 	    8,819	    57.80
  1633.	cartas	    8,804	    57.70
  1634.	reyes	    8,799	    57.67
  1635.	principalmente	    8,797	    57.66
  1636.	puestos 	    8,795	    57.65
  1637.	sombra 	    8,792	    57.63
  1638.	andr�s 	    8,779	    57.54
  1639.	criterios	    8,779	    57.54
  1640.	abrir	    8,776	    57.52
  1641.	cuyos 	    8,776	    57.52
  1642.	filosof�a	    8,768	    57.47
  1643.	mir�	    8,751	    57.36
  1644.	negra	    8,740	    57.28
  1645.	margen 	    8,739	    57.28
  1646.	artista	    8,731	    57.23
  1647.	constante 	    8,729	    57.21
  1648.	encontraba 	    8,726	    57.19
  1649.	gastos 	    8,711	    57.09
  1650.	morir	    8,711	    57.09
  1651.	espacios 	    8,707	    57.07
  1652.	figuras	    8,702	    57.04
  1653.	mi�rcoles	    8,695	    56.99
  1654.	venido	    8,695	    56.99
  1655.	indica	    8,684	    56.92
  1656.	comienzo 	    8,677	    56.87
  1657.	dise�o	    8,669	    56.82
  1658.	cuarenta	    8,667	    56.81
  1659.	encontr�	    8,663	    56.78
  1660.	poes�a	    8,660	    56.76
  1661.	t	    8,649	    56.69
  1662.	planes	    8,647	    56.67
  1663.	ee	    8,646	    56.67
  1664.	negocios 	    8,641	    56.64
  1665.	integraci�n	    8,637	    56.61
  1666.	ca�da	    8,629	    56.56
  1667.	entrega	    8,628	    56.55
  1668.	hacienda 	    8,614	    56.46
  1669.	acuerdos 	    8,612	    56.45
  1670.	preciso	    8,611	    56.44
  1671.	cuello	    8,609	    56.43
  1672.	banda 	    8,608	    56.42
  1673.	suyo 	    8,607	    56.41
  1674.	realiza	    8,602	    56.38
  1675.	frase	    8,597	    56.35
  1676.	bases 	    8,590	    56.30
  1677.	siglos	    8,590	    56.30
  1678.	decidido	    8,589	    56.29
  1679.	sentir	    8,582	    56.25
  1680.	artistas	    8,581	    56.24
  1681.	asegura 	    8,580	    56.24
  1682.	culpa	    8,580	    56.24
  1683.	original	    8,579	    56.23
  1684.	�nicamente 	    8,578	    56.22
  1685.	unidades 	    8,573	    56.19
  1686.	ocurri�	    8,567	    56.15
  1687.	sexo 	    8,563	    56.12
  1688.	entra	    8,562	    56.12
  1689.	hayan 	    8,553	    56.06
  1690.	resolver	    8,553	    56.06
  1691.	misi�n	    8,551	    56.05
  1692.	caja	    8,550	    56.04
  1693.	considerar	    8,549	    56.03
  1694.	extranjeros	    8,548	    56.03
  1695.	extremo 	    8,547	    56.02
  1696.	periodista	    8,547	    56.02
  1697.	reducci�n	    8,545	    56.01
  1698.	matrimonio 	    8,543	    55.99
  1699.	quieres	    8,540	    55.97
  1700.	mas 	    8,538	    55.96
  1701.	pel�culas	    8,535	    55.94
  1702.	fui	    8,525	    55.88
  1703.	laboral	    8,525	    55.88
  1704.	importa	    8,524	    55.87
  1705.	segu�a	    8,524	    55.87
  1706.	negocio 	    8,523	    55.86
  1707.	sexual	    8,523	    55.86
  1708.	ense�anza  	    8,515	    55.81
  1709.	agreg� 	    8,500	    55.71
  1710.	labios	    8,499	    55.70
  1711.	resoluci�n	    8,495	    55.68
  1712.	fundaci�n	    8,489	    55.64
  1713.	har�	    8,487	    55.63
  1714.	depende 	    8,481	    55.59
  1715.	diego	    8,480	    55.58
  1716.	actor	    8,477	    55.56
  1717.	t�cnicos	    8,473	    55.53
  1718.	belleza	    8,470	    55.51
  1719.	titular	    8,466	    55.49
  1720.	roma 	    8,462	    55.46
  1721.	logrado	    8,459	    55.44
  1722.	v�ctimas	    8,459	    55.44
  1723.	detalles	    8,454	    55.41
  1724.	europeos 	    8,449	    55.38
  1725.	caballo	    8,447	    55.36
  1726.	huelga	    8,434	    55.28
  1727.	carretera	    8,430	    55.25
  1728.	norteamericano 	    8,416	    55.16
  1729.	producir	    8,411	    55.13
  1730.	antigua	    8,406	    55.10
  1731.	alianza	    8,394	    55.02
  1732.	f�sico	    8,386	    54.96
  1733.	sacar	    8,386	    54.96
  1734.	publicidad	    8,383	    54.94
  1735.	previsto	    8,372	    54.87
  1736.	entorno	    8,364	    54.82
  1737.	preocupaci�n 	    8,360	    54.79
  1738.	resistencia	    8,358	    54.78
  1739.	muri�	    8,348	    54.72
  1740.	�stas	    8,335	    54.63
  1741.	saben 	    8,332	    54.61
  1742.	generalmente 	    8,328	    54.58
  1743.	h	    8,328	    54.58
  1744.	dormir	    8,320	    54.53
  1745.	individuo	    8,319	    54.52
  1746.	cuerpos 	    8,316	    54.51
  1747.	corto	    8,312	    54.48
  1748.	organismos 	    8,311	    54.47
  1749.	especiales	    8,305	    54.43
  1750.	internet	    8,300	    54.40
  1751.	bancos 	    8,296	    54.37
  1752.	jugador	    8,290	    54.33
  1753.	esfuerzos	    8,289	    54.33
  1754.	beneficios	    8,280	    54.27
  1755.	terminar	    8,278	    54.26
  1756.	equilibrio	    8,277	    54.25
  1757.	o�do	    8,276	    54.24
  1758.	lectura	    8,275	    54.24
  1759.	piezas	    8,274	    54.23
  1760.	l�mites	    8,253	    54.09
  1761.	aproximadamente  	    8,250	    54.07
  1762.	abre	    8,247	    54.05
  1763.	david	    8,244	    54.03
  1764.	llevado	    8,226	    53.92
  1765.	privado	    8,226	    53.92
  1766.	sal�n	    8,223	    53.90
  1767.	roberto	    8,210	    53.81
  1768.	actuales	    8,208	    53.80
  1769.	graves	    8,202	    53.76
  1770.	sonrisa	    8,200	    53.74
  1771.	uu	    8,199	    53.74
  1772.	foto	    8,191	    53.69
  1773.	perspectiva	    8,190	    53.68
  1774.	cifra	    8,189	    53.67
  1775.	cr�dito	    8,189	    53.67
  1776.	interesante	    8,184	    53.64
  1777.	constitucional	    8,179	    53.61
  1778.	aceptar	    8,175	    53.58
  1779.	producido	    8,174	    53.57
  1780.	bolsa	    8,167	    53.53
  1781.	factor	    8,162	    53.50
  1782.	noches 	    8,157	    53.46
  1783.	reconocimiento 	    8,149	    53.41
  1784.	juventud	    8,145	    53.38
  1785.	habitual	    8,144	    53.38
  1786.	categor�a	    8,143	    53.37
  1787.	requiere	    8,142	    53.36
  1788.	fuese	    8,134	    53.31
  1789.	impresi�n	    8,132	    53.30
  1790.	llamar	    8,131	    53.29
  1791.	duro	    8,129	    53.28
  1792.	universal	    8,125	    53.25
  1793.	explicar	    8,124	    53.25
  1794.	presentan 	    8,121	    53.23
  1795.	realizaci�n	    8,115	    53.19
  1796.	r�pido	    8,110	    53.16
  1797.	cient�ficos	    8,108	    53.14
  1798.	serio	    8,100	    53.09
  1799.	cient�fico	    8,093	    53.04
  1800.	comprender 	    8,093	    53.04
  1801.	reino	    8,093	    53.04
  1802.	preparaci�n	    8,088	    53.01
  1803.	s�ntomas 	    8,088	    53.01
  1804.	recuperaci�n	    8,087	    53.00
  1805.	utilizaci�n	    8,085	    52.99
  1806.	fuertes	    8,083	    52.98
  1807.	sonido	    8,082	    52.97
  1808.	inteligencia	    8,078	    52.95
  1809.	conversaci�n 	    8,076	    52.93
  1810.	establece	    8,073	    52.91
  1811.	hubiese 	    8,065	    52.86
  1812.	plena	    8,065	    52.86
  1813.	ven�a	    8,061	    52.83
  1814.	realiz�	    8,052	    52.77
  1815.	aznar	    8,042	    52.71
  1816.	daniel	    8,041	    52.70
  1817.	francesa	    8,036	    52.67
  1818.	legal	    8,029	    52.62
  1819.	abri�	    8,021	    52.57
  1820.	alegr�a	    8,010	    52.50
  1821.	ojo	    8,010	    52.50
  1822.	ocurrido	    8,008	    52.49
  1823.	d�az	    8,005	    52.47
  1824.	vuelto	    7,995	    52.40
  1825.	diputado	    7,991	    52.37
  1826.	correspondiente	    7,977	    52.28
  1827.	interna	    7,970	    52.24
  1828.	musical 	    7,969	    52.23
  1829.	segundos 	    7,969	    52.23
  1830.	recientemente 	    7,967	    52.22
  1831.	empieza 	    7,960	    52.17
  1832.	decreto	    7,947	    52.09
  1833.	china	    7,939	    52.03
  1834.	pareci�	    7,927	    51.96
  1835.	c�lulas	    7,926	    51.95
  1836.	suelen	    7,925	    51.94
  1837.	perfectamente 	    7,923	    51.93
  1838.	az�car 	    7,919	    51.90
  1839.	inversiones	    7,917	    51.89
  1840.	concentraci�n 	    7,911	    51.85
  1841.	espalda 	    7,910	    51.84
  1842.	producen 	    7,906	    51.82
  1843.	democr�tica 	    7,897	    51.76
  1844.	respondi�	    7,897	    51.76
  1845.	sucede 	    7,885	    51.68
  1846.	contexto	    7,884	    51.67
  1847.	claramente 	    7,881	    51.65
  1848.	paredes 	    7,876	    51.62
  1849.	motivos	    7,875	    51.61
  1850.	ciencias	    7,872	    51.59
  1851.	tuve	    7,872	    51.59
  1852.	isabel	    7,871	    51.59
  1853.	argentino	    7,868	    51.57
  1854.	inicio	    7,865	    51.55
  1855.	mercados  	    7,865	    51.55
  1856.	m�todos 	    7,859	    51.51
  1857.	estudiar	    7,858	    51.50
  1858.	interpretaci�n	    7,857	    51.50
  1859.	culturales	    7,855	    51.48
  1860.	prisi�n	    7,854	    51.48
  1861.	llevan	    7,847	    51.43
  1862.	amplio	    7,840	    51.39
  1863.	queremos  	    7,840	    51.39
  1864.	apertura	    7,836	    51.36
  1865.	dedos 	    7,836	    51.36
  1866.	vale	    7,836	    51.36
  1867.	creer	    7,829	    51.31
  1868.	voto	    7,829	    51.31
  1869.	participar	    7,827	    51.30
  1870.	corrupci�n	    7,817	    51.23
  1871.	hist�rica	    7,815	    51.22
  1872.	teresa	    7,814	    51.21
  1873.	pap� 	    7,812	    51.20
  1874.	voces 	    7,808	    51.18
  1875.	pienso	    7,786	    51.03
  1876.	�ngel	    7,784	    51.02
  1877.	inicial	    7,783	    51.01
  1878.	escala	    7,768	    50.91
  1879.	estrellas	    7,765	    50.89
  1880.	p�gina	    7,755	    50.83
  1881.	guatemala 	    7,751	    50.80
  1882.	temor 	    7,743	    50.75
  1883.	encontrado 	    7,742	    50.74
  1884.	compra 	    7,739	    50.72
  1885.	pens� 	    7,731	    50.67
  1886.	dudas 	    7,717	    50.58
  1887.	reconocer 	    7,716	    50.57
  1888.	m�xima  	    7,713	    50.55
  1889.	actuar	    7,709	    50.53
  1890.	reales	    7,697	    50.45
  1891.	universo	    7,687	    50.38
  1892.	directo	    7,683	    50.36
  1893.	negociaciones 	    7,679	    50.33
  1894.	ricardo	    7,677	    50.32
  1895.	instalaciones	    7,675	    50.30
  1896.	art�culos	    7,672	    50.28
  1897.	aparato	    7,671	    50.28
  1898.	lleno	    7,671	    50.28
  1899.	intelectual	    7,666	    50.24
  1900.	cifras	    7,664	    50.23
  1901.	jard�n	    7,657	    50.19
  1902.	vac�o	    7,654	    50.17
  1903.	ciclo	    7,653	    50.16
  1904.	valle	    7,653	    50.16
  1905.	pensaba 	    7,651	    50.15
  1906.	forman 	    7,649	    50.13
  1907.	dirigente	    7,646	    50.11
  1908.	pide	    7,645	    50.11
  1909.	veh�culos	    7,641	    50.08
  1910.	cuestiones 	    7,639	    50.07
  1911.	puesta 	    7,639	    50.07
  1912.	llam�	    7,635	    50.04
  1913.	ruiz	    7,634	    50.03
  1914.	mostr� 	    7,625	    49.98
  1915.	pecho 	    7,617	    49.92
  1916.	honor	    7,615	    49.91
  1917.	pedir	    7,610	    49.88
  1918.	formar	    7,606	    49.85
  1919.	numerosos  	    7,605	    49.84
  1920.	seguramente  	    7,605	    49.84
  1921.	extra�o	    7,603	    49.83
  1922.	recurso	    7,602	    49.83
  1923.	independiente	    7,598	    49.80
  1924.	posiciones	    7,594	    49.77
  1925.	sociedades 	    7,593	    49.77
  1926.	exteriores	    7,588	    49.73
  1927.	cita	    7,581	    49.69
  1928.	periodo	    7,574	    49.64
  1929.	propuestas 	    7,573	    49.64
  1930.	empleados  	    7,571	    49.62
  1931.	teniendo	    7,567	    49.60
  1932.	agencia 	    7,565	    49.58
  1933.	cuadros 	    7,564	    49.58
  1934.	partida	    7,564	    49.58
  1935.	tensi�n	    7,564	    49.58
  1936.	ra�l	    7,555	    49.52
  1937.	mirar	    7,552	    49.50
  1938.	rica	    7,549	    49.48
  1939.	mexicano 	    7,547	    49.46
  1940.	modelos 	    7,539	    49.41
  1941.	regreso	    7,538	    49.41
  1942.	gobiernos	    7,537	    49.40
  1943.	constituyen	    7,535	    49.39
  1944.	absoluta	    7,533	    49.37
  1945.	clima	    7,523	    49.31
  1946.	criterio	    7,521	    49.29
  1947.	latina	    7,521	    49.29
  1948.	contin�a	    7,515	    49.25
  1949.	punta	    7,513	    49.24
  1950.	amplia	    7,510	    49.22
  1951.	registro	    7,507	    49.20
  1952.	sesi�n	    7,507	    49.20
  1953.	patria	    7,506	    49.20
  1954.	posee 	    7,506	    49.20
  1955.	entr�	    7,504	    49.18
  1956.	servir	    7,502	    49.17
  1957.	lluvia	    7,501	    49.16
  1958.	ganado 	    7,498	    49.14
  1959.	pasando 	    7,493	    49.11
  1960.	construir	    7,492	    49.10
  1961.	completa 	    7,490	    49.09
  1962.	personales 	    7,490	    49.09
  1963.	reducir	    7,480	    49.03
  1964.	desarrollar	    7,478	    49.01
  1965.	alcance 	    7,477	    49.01
  1966.	deporte	    7,475	    48.99
  1967.	pacto	    7,475	    48.99
  1968.	elaboraci�n	    7,473	    48.98
  1969.	quedaba 	    7,472	    48.97
  1970.	vicepresidente	    7,472	    48.97
  1971.	alcohol	    7,471	    48.97
  1972.	etc�tera	    7,471	    48.97
  1973.	f�rmula	    7,458	    48.88
  1974.	inferior	    7,451	    48.84
  1975.	tasa	    7,449	    48.82
  1976.	expertos	    7,448	    48.82
  1977.	extranjero	    7,443	    48.78
  1978.	diciendo	    7,440	    48.76
  1979.	olvidar	    7,428	    48.68
  1980.	presentes 	    7,425	    48.66
  1981.	pensando 	    7,424	    48.66
  1982.	esperaba 	    7,421	    48.64
  1983.	c�digo	    7,405	    48.53
  1984.	cooperaci�n 	    7,398	    48.49
  1985.	fotograf�a	    7,397	    48.48
  1986.	batalla	    7,390	    48.44
  1987.	alternativa	    7,386	    48.41
  1988.	nacido	    7,379	    48.36
  1989.	�rboles	    7,378	    48.36
  1990.	penal	    7,376	    48.34
  1991.	llena	    7,371	    48.31
  1992.	sigui�	    7,363	    48.26
  1993.	hablaba 	    7,356	    48.21
  1994.	turismo	    7,355	    48.21
  1995.	papeles 	    7,350	    48.17
  1996.	menudo  	    7,347	    48.15
  1997.	angel	    7,346	    48.15
  1998.	papa 	    7,346	    48.15
  1999.	populares	    7,344	    48.13
  2000.	estaci�n	    7,339	    48.10
  2001.	r�pidamente 	    7,337	    48.09
  2002.	secci�n 	    7,329	    48.04
  2003.	determinado 	    7,328	    48.03
  2004.	convertirse	    7,327	    48.02
  2005.	global	    7,327	    48.02
  2006.	negociaci�n 	    7,327	    48.02
  2007.	instrumento	    7,323	    48.00
  2008.	dura	    7,320	    47.98
  2009.	significado	    7,320	    47.98
  2010.	intensidad	    7,318	    47.96
  2011.	posterior	    7,318	    47.96
  2012.	m�ltiples	    7,317	    47.96
  2013.	gas 	    7,315	    47.94
  2014.	nuevamente  	    7,308	    47.90
  2015.	hierro	    7,290	    47.78
  2016.	seguido 	    7,290	    47.78
  2017.	once 	    7,289	    47.77
  2018.	conseguido 	    7,288	    47.77
  2019.	di	    7,288	    47.77
  2020.	soledad 	    7,287	    47.76
  2021.	mirando 	    7,280	    47.71
  2022.	presentado 	    7,278	    47.70
  2023.	instrumentos 	    7,274	    47.68
  2024.	supo 	    7,274	    47.68
  2025.	disco	    7,268	    47.64
  2026.	festival	    7,260	    47.58
  2027.	llegan	    7,254	    47.54
  2028.	mezcla 	    7,254	    47.54
  2029.	drogas 	    7,253	    47.54
  2030.	vivienda	    7,249	    47.51
  2031.	x	    7,245	    47.49
  2032.	escuchar 	    7,242	    47.47
  2033.	coronel	    7,240	    47.45
  2034.	completamente  	    7,231	    47.39
  2035.	ideal	    7,224	    47.35
  2036.	c�ncer 	    7,214	    47.28
  2037.	textos	    7,210	    47.26
  2038.	hambre 	    7,207	    47.24
  2039.	solidaridad	    7,207	    47.24
  2040.	vicente	    7,199	    47.18
  2041.	continuar	    7,198	    47.18
  2042.	porcentaje	    7,198	    47.18
  2043.	artes	    7,193	    47.14
  2044.	vienen	    7,191	    47.13
  2045.	iii	    7,190	    47.12
  2046.	villa	    7,189	    47.12
  2047.	ah	    7,188	    47.11
  2048.	nicaragua	    7,188	    47.11
  2049.	hac�an	    7,187	    47.10
  2050.	lector	    7,184	    47.09
  2051.	estructuras	    7,180	    47.06
  2052.	venir	    7,180	    47.06
  2053.	castillo	    7,175	    47.03
  2054.	opci�n	    7,175	    47.03
  2055.	coment� 	    7,170	    46.99
  2056.	sindicatos	    7,167	    46.97
  2057.	gan� 	    7,160	    46.93
  2058.	amenaza  	    7,152	    46.88
  2059.	representante	    7,148	    46.85
  2060.	comerciales 	    7,147	    46.84
  2061.	puedes 	    7,146	    46.84
  2062.	planeta	    7,142	    46.81
  2063.	perdi�	    7,136	    46.77
  2064.	beneficio	    7,132	    46.74
  2065.	miami 	    7,130	    46.73
  2066.	buscando 	    7,125	    46.70
  2067.	sentimientos	    7,124	    46.69
  2068.	comprar 	    7,120	    46.67
  2069.	quedar 	    7,118	    46.65
  2070.	accidente	    7,108	    46.59
  2071.	ventaja	    7,105	    46.57
  2072.	impuesto 	    7,103	    46.55
  2073.	dejando 	    7,099	    46.53
  2074.	distinto	    7,099	    46.53
  2075.	t�a	    7,095	    46.50
  2076.	semejante 	    7,093	    46.49
  2077.	espa�olas 	    7,086	    46.44
  2078.	occidental	    7,081	    46.41
  2079.	capaces 	    7,078	    46.39
  2080.	cient�fica	    7,073	    46.36
  2081.	tengan 	    7,070	    46.34
  2082.	ruido	    7,065	    46.31
  2083.	individuos	    7,064	    46.30
  2084.	v�ctima	    7,062	    46.29
  2085.	vestido	    7,061	    46.28
  2086.	comunista 	    7,052	    46.22
  2087.	moda 	    7,052	    46.22
  2088.	t�tulos	    7,050	    46.21
  2089.	diagn�stico	    7,047	    46.19
  2090.	experiencias	    7,047	    46.19
  2091.	espejo	    7,039	    46.13
  2092.	puente 	    7,017	    45.99
  2093.	ingreso	    7,015	    45.98
  2094.	sue�os 	    7,011	    45.95
  2095.	veh�culo	    7,008	    45.93
  2096.	convierte	    7,002	    45.89
  2097.	viejos	    6,994	    45.84
  2098.	empezar 	    6,991	    45.82
  2099.	profesores	    6,985	    45.78
  2100.	pasi�n	    6,984	    45.77
  2101.	basta	    6,977	    45.73
  2102.	democr�tico 	    6,976	    45.72
  2103.	sinti�	    6,976	    45.72
  2104.	dijeron	    6,974	    45.71
  2105.	comunes  	    6,972	    45.70
  2106.	sentimiento	    6,972	    45.70
  2107.	sentencia	    6,971	    45.69
  2108.	estatal	    6,970	    45.68
  2109.	madrugada  	    6,967	    45.66
  2110.	moderna 	    6,966	    45.66
  2111.	impacto 	    6,965	    45.65
  2112.	complejo 	    6,962	    45.63
  2113.	denuncia 	    6,961	    45.62
  2114.	toro	    6,959	    45.61
  2115.	v�ctor	    6,958	    45.60
  2116.	tabla	    6,947	    45.53
  2117.	delito	    6,946	    45.53
  2118.	ventas	    6,946	    45.53
  2119.	dominio 	    6,944	    45.51
  2120.	entidades	    6,943	    45.51
  2121.	superiores	    6,942	    45.50
  2122.	candidatos 	    6,937	    45.47
  2123.	gloria	    6,936	    45.46
  2124.	�ndice	    6,925	    45.39
  2125.	indios	    6,913	    45.31
  2126.	ra�z	    6,908	    45.28
  2127.	john	    6,899	    45.22
  2128.	xix	    6,894	    45.18
  2129.	record�	    6,887	    45.14
  2130.	absoluto	    6,881	    45.10
  2131.	agricultura	    6,880	    45.09
  2132.	marcos 	    6,877	    45.07
  2133.	composici�n 	    6,876	    45.07
  2134.	cu�ndo 	    6,873	    45.05
  2135.	joaqu�n	    6,873	    45.05
  2136.	termin�	    6,873	    45.05
  2137.	fueran	    6,872	    45.04
  2138.	asistencia	    6,870	    45.03
  2139.	explicaci�n	    6,867	    45.01
  2140.	torres	    6,862	    44.97
  2141.	l�gica	    6,860	    44.96
  2142.	triste	    6,855	    44.93
  2143.	avi�n	    6,853	    44.92
  2144.	enfermo 	    6,846	    44.87
  2145.	cuyas 	    6,842	    44.84
  2146.	excepci�n 	    6,842	    44.84
  2147.	habl�	    6,838	    44.82
  2148.	placer	    6,836	    44.80
  2149.	humor 	    6,832	    44.78
  2150.	mecanismos  	    6,832	    44.78
  2151.	cerebro	    6,831	    44.77
  2152.	caliente	    6,830	    44.76
  2153.	excelente	    6,829	    44.76
  2154.	darse	    6,828	    44.75
  2155.	conocimientos 	    6,827	    44.75
  2156.	pr�ncipe	    6,827	    44.75
  2157.	religi�n	    6,826	    44.74
  2158.	ganas 	    6,820	    44.70
  2159.	cr�ticas	    6,819	    44.69
  2160.	profunda	    6,817	    44.68
  2161.	manifestaciones 	    6,816	    44.67
  2162.	dosis	    6,812	    44.65
  2163.	ba�o 	    6,811	    44.64
  2164.	paro	    6,807	    44.61
  2165.	profundo	    6,807	    44.61
  2166.	conceptos 	    6,803	    44.59
  2167.	depresi�n	    6,802	    44.58
  2168.	altas	    6,798	    44.56
  2169.	pared	    6,797	    44.55
  2170.	liberaci�n	    6,794	    44.53
  2171.	estrella	    6,791	    44.51
  2172.	duraci�n	    6,788	    44.49
  2173.	perro	    6,786	    44.48
  2174.	intentar	    6,785	    44.47
  2175.	aumentar 	    6,782	    44.45
  2176.	asesinato	    6,776	    44.41
  2177.	�rdenes 	    6,772	    44.38
  2178.	ignacio	    6,767	    44.35
  2179.	roja	    6,764	    44.33
  2180.	permiten	    6,757	    44.29
  2181.	despacho 	    6,756	    44.28
  2182.	a�ade 	    6,755	    44.27
  2183.	poca 	    6,750	    44.24
  2184.	recibe	    6,747	    44.22
  2185.	muchacho  	    6,739	    44.17
  2186.	considerado 	    6,734	    44.14
  2187.	conversaciones 	    6,730	    44.11
  2188.	tendr�n	    6,730	    44.11
  2189.	definici�n	    6,721	    44.05
  2190.	viven	    6,714	    44.00
  2191.	consideran 	    6,710	    43.98
  2192.	restos	    6,708	    43.97
  2193.	tomado 	    6,708	    43.97
  2194.	estadio	    6,703	    43.93
  2195.	actores	    6,692	    43.86
  2196.	debi�	    6,690	    43.85
